,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout,
2452,MULTAN-II,NA-149,Makhdoom javaid Hussain Hashmi,Pakistan Tehreek-e-Insaf,83640,187813,1978,189660,338005,56.11 %,
2453,MULTAN-II,NA-149,MALIK MUHAMMAD AMIR DOGAR,Millat Party,0,187813,1978,189660,338005,56.11 %,
2454,MULTAN-II,NA-149,Malik Muhammad Amir Dogar,Pakistan Peoples Party Parliamentarians,20719,187813,1978,189660,338005,56.11 %,
2455,MULTAN-II,NA-149,MALIK SHABBIR AHMAD KHOKHAR,Independent,204,187813,1978,189660,338005,56.11 %,
2456,MULTAN-II,NA-149,MIAN ASIF MAHMOOD,Independent,269,187813,1978,189660,338005,56.11 %,
2457,MULTAN-II,NA-149,MIAN MUNIR AHMAD BHATTI,Independent,766,187813,1978,189660,338005,56.11 %,
2458,MULTAN-II,NA-149,MUHAMMAD ASLAM HANCE,Independent,38,187813,1978,189660,338005,56.11 %,
2459,MULTAN-II,NA-149,MUHAMMAD IDREES JAMI,Independent,68,187813,1978,189660,338005,56.11 %,
2460,MULTAN-II,NA-149,MUHAMMAD KHALID KHAKWANI,Independent,40,187813,1978,189660,338005,56.11 %,
2461,MULTAN-II,NA-149,MUHAMMAD LATEEF LAJPAL SIAL,Islami Inqalab Party,14,187813,1978,189660,338005,56.11 %,
2462,MULTAN-II,NA-149,MUHAMMAD MUKHTIYAR HUSSAIN SOMRO,Independent,82,187813,1978,189660,338005,56.11 %,
2463,MULTAN-II,NA-149,MUHAMMAD SHAHID,Independent,423,187813,1978,189660,338005,56.11 %,
2464,MULTAN-II,NA-149,MUHAMMAD SIDDIQUE ANSARI,Independent,28,187813,1978,189660,338005,56.11 %,
2465,MULTAN-II,NA-149,Muhammad Yousaf Qureshi,Independent,13,187813,1978,189660,338005,56.11 %,
2466,MULTAN-II,NA-149,NADEEM MUMTAZ QURESHI,Mustaqbil Pakistan,171,187813,1978,189660,338005,56.11 %,
2467,MULTAN-II,NA-149,PROFESSOR MUHAMMAD AMJAD KHAN,Independent,444,187813,1978,189660,338005,56.11 %,
2468,MULTAN-II,NA-149,SEIKH MUHAMMAD AKRAM,Jamiat Ulama-e-Pakistan  (Noorani),1815,187813,1978,189660,338005,56.11 %,
2469,MULTAN-II,NA-149,Sheikh Muhammad Tariq Rasheed,Pakistan Muslim League (N),73898,187813,1978,189660,338005,56.11 %,
2470,MULTAN-II,NA-149,SYED BAQAR AHSAN,Muttahida Qaumi Movement Pakistan,128,187813,1978,189660,338005,56.11 %,
2471,MULTAN-II,NA-149,SYED MUJAHID ABBAS SHAH,Islami Tehreek Pakistan,26,187813,1978,189660,338005,56.11 %,
2472,MULTAN-II,NA-149,TASSADAQ WAHEED SIDDIQUI,Independent,219,187813,1978,189660,338005,56.11 %,
2473,MULTAN-III,NA-150,Allama Muhammad Yaqoob,Jamiat Ulama-e-Pakistan  (Noorani),76,190785,2155,192888,373331,51.67 %,
2474,MULTAN-III,NA-150,Atta ur Rehman,MUTAHIDA DEENI MAHAZ,1808,190785,2155,192888,373331,51.67 %,
2475,MULTAN-III,NA-150,Babu Nafees Ahmad Ansari,Pakistan Peoples Party Parliamentarians,12208,190785,2155,192888,373331,51.67 %,
2476,MULTAN-III,NA-150,Hafiz Muhammad Hanif,Muttahida Qaumi Movement Pakistan,128,190785,2155,192888,373331,51.67 %,
2477,MULTAN-III,NA-150,Makhdoom Shah Mahmood Hussain Qureshi,Pakistan Tehreek-e-Insaf,92761,190785,2155,192888,373331,51.67 %,
2478,MULTAN-III,NA-150,Malik Muhammad Aslam Dogar,Independent,50,190785,2155,192888,373331,51.67 %,
2479,MULTAN-III,NA-150,Mirza Furqan Ali Mughal,Independent,245,190785,2155,192888,373331,51.67 %,
2480,MULTAN-III,NA-150,Muhammad Abu Bakar Usman,Independent,54,190785,2155,192888,373331,51.67 %,
2481,MULTAN-III,NA-150,Muhammad Ahsan Yousaf Tahir,Independent,241,190785,2155,192888,373331,51.67 %,
2482,MULTAN-III,NA-150,Muhammad Mukhtiar Hussain Soomro,Independent,32,190785,2155,192888,373331,51.67 %,
2483,MULTAN-III,NA-150,Muhammad Ramzan,Independent,2801,190785,2155,192888,373331,51.67 %,
2484,MULTAN-III,NA-150,Rana Mehmood ul Hassan,Pakistan Muslim League (N),79680,190785,2155,192888,373331,51.67 %,
2485,MULTAN-III,NA-150,Riaz Ahmad,All Pakistan Muslim League,40,190785,2155,192888,373331,51.67 %,
2486,MULTAN-III,NA-150,Shahzad Saleem Khan,Independent,105,190785,2155,192888,373331,51.67 %,
2487,MULTAN-III,NA-150,Sultan Mehmood Malik,Independent,27,190785,2155,192888,373331,51.67 %,
2488,MULTAN-III,NA-150,Sumera Khursheed,Independent,83,190785,2155,192888,373331,51.67 %,
2489,MULTAN-III,NA-150,Syed Abdul Jabbar,Independent,390,190785,2155,192888,373331,51.67 %,
2490,MULTAN-III,NA-150,Syed Mehr Mohi ud Din Hashmi,Pakistan Muslim League (F),56,190785,2155,192888,373331,51.67 %,
2491,MULTAN-IV,NA-151,Amjad Hussain urf Muhammad Asim Dehar,Independent,107,198619,4945,199970,362313,56 %,
2492,MULTAN-IV,NA-151,Haji Saeed Nargis,Independent,1494,198619,4945,199970,362313,56 %,
2493,MULTAN-IV,NA-151,Malik Asif Nazar Dehar,Independent,23,198619,4945,199970,362313,56 %,
2494,MULTAN-IV,NA-151,Malik Shakeel Ahmed Joyia,Independent,61,198619,4945,199970,362313,56 %,
2495,MULTAN-IV,NA-151,Mian Salman Ali Qureshi,Pakistan Tehreek-e-Insaf,38647,198619,4945,199970,362313,56 %,
2496,MULTAN-IV,NA-151,Muhammad Ahmed Asim Dehar,Independent,195,198619,4945,199970,362313,56 %,
2497,MULTAN-IV,NA-151,Muhammad Asif Jah,Muttahida Qaumi Movement Pakistan,188,198619,4945,199970,362313,56 %,
2498,MULTAN-IV,NA-151,Muhammad Latif,Islami Inqalab Party,57,198619,4945,199970,362313,56 %,
2499,MULTAN-IV,NA-151,Muhammad Sajjad Ali Hamdi,Jamiat Ulama-e-Pakistan  (Noorani),216,198619,4945,199970,362313,56 %,
2500,MULTAN-IV,NA-151,Mushtaq Maseeh,Independent,76,198619,4945,199970,362313,56 %,
2501,MULTAN-IV,NA-151,Nasreen Khan,Independent,1054,198619,4945,199970,362313,56 %,
2502,MULTAN-IV,NA-151,Rana Ijaz Gul,Independent,172,198619,4945,199970,362313,56 %,
2503,MULTAN-IV,NA-151,Sardar Ghulam Qasim Rabnawaz,Independent,2027,198619,4945,199970,362313,56 %,
2504,MULTAN-IV,NA-151,Shela Shaheen Nasir,Independent,198,198619,4945,199970,362313,56 %,
2505,MULTAN-IV,NA-151,Shoukat Hayat Khan Bosan,Independent,975,198619,4945,199970,362313,56 %,
2506,MULTAN-IV,NA-151,Skindar Hayyat khan Bosan,Pakistan Muslim League (N),95714,198619,4945,199970,362313,56 %,
2507,MULTAN-IV,NA-151,Syed Abdul Qadir Gillani,Millat Party,0,198619,4945,199970,362313,56 %,
2508,MULTAN-IV,NA-151,Syed Abdul Qadir Gillani,Pakistan Peoples Party Parliamentarians,56858,198619,4945,199970,362313,56 %,
2509,MULTAN-IV,NA-151,Syed Ali Haider Gillani,Millat Party,0,198619,4945,199970,362313,56 %,
2510,MULTAN-IV,NA-151,Syed Ali Hider Gillani,Independent,557,198619,4945,199970,362313,56 %,
2511,MULTAN-V,NA-152,Allah Nawaz,Seraiki Sooba Movement Pakistan,1466,191113,3641,194063,332921,58.29 %,
2512,MULTAN-V,NA-152,Anwar Rasheed Maral,Independent,1232,191113,3641,194063,332921,58.29 %,
2513,MULTAN-V,NA-152,Deen Muhammad,Independent,384,191113,3641,194063,332921,58.29 %,
2514,MULTAN-V,NA-152,Hafiz Muhammad Abid Khan Saeedi,Pakistan Falah Party,1186,191113,3641,194063,332921,58.29 %,
2515,MULTAN-V,NA-152,Haji Muhammad Khalid,Jamaat-e-Islami Pakistan,2582,191113,3641,194063,332921,58.29 %,
2516,MULTAN-V,NA-152,Makhdumzada Asad Murtaza Gillani,Independent,3214,191113,3641,194063,332921,58.29 %,
2517,MULTAN-V,NA-152,Muhammad Ibraheem Khan,Pakistan Tehreek-e-Insaf,64611,191113,3641,194063,332921,58.29 %,
2518,MULTAN-V,NA-152,Muhammad Imran Shaukat Khan,Independent,1227,191113,3641,194063,332921,58.29 %,
2519,MULTAN-V,NA-152,Muhammad Shafique Bhatti,Muttahida Qaumi Movement Pakistan,302,191113,3641,194063,332921,58.29 %,
2520,MULTAN-V,NA-152,Rana Shahid Sharif,Independent,242,191113,3641,194063,332921,58.29 %,
2521,MULTAN-V,NA-152,Rao Munawar Hussain,Independent,386,191113,3641,194063,332921,58.29 %,
2522,MULTAN-V,NA-152,Syed Ahmad Mujtaba Gillani,Pakistan Peoples Party Parliamentarians,32514,191113,3641,194063,332921,58.29 %,
2523,MULTAN-V,NA-152,Syed Ali Haider Gilani,Independent,240,191113,3641,194063,332921,58.29 %,
2524,MULTAN-V,NA-152,Syed Iftikhar Ali Shah,Independent,512,191113,3641,194063,332921,58.29 %,
2525,MULTAN-V,NA-152,Syed Javed Ali Shah,Pakistan Muslim League (N),81015,191113,3641,194063,332921,58.29 %,
2526,MULTAN-VI,NA-153,Dewan Ashiq Hussain Bukhari,Pakistan Muslim League (N),94413,211229,5374,210591,349714,60 %,
2527,MULTAN-VI,NA-153,Dewan Syed Muhammad Abbas Bukhari,Independent,2268,211229,5374,210591,349714,60 %,
2528,MULTAN-VI,NA-153,Dewan Syed Muzafar Hussain Bukhari,Independent,607,211229,5374,210591,349714,60 %,
2529,MULTAN-VI,NA-153,Iqbal Hussain,Independent,205,211229,5374,210591,349714,60 %,
2530,MULTAN-VI,NA-153,Khursheed Abbas,Muttahida Qaumi Movement Pakistan,741,211229,5374,210591,349714,60 %,
2531,MULTAN-VI,NA-153,Muhammad Hashim,Independent,260,211229,5374,210591,349714,60 %,
2532,MULTAN-VI,NA-153,Muhammad Iqbal,Tehreek Tabdili Nizam Pakistan,1164,211229,5374,210591,349714,60 %,
2533,MULTAN-VI,NA-153,Rana Muhammad Qasim Noon,Pakistan Peoples Party Parliamentarians,90179,211229,5374,210591,349714,60 %,
2534,MULTAN-VI,NA-153,Rana Shahzad Ahmad Noon,Independent,1092,211229,5374,210591,349714,60 %,
2535,MULTAN-VI,NA-153,Saeed Khursheed Ahmad,Pakistan Tehreek-e-Insaf,18155,211229,5374,210591,349714,60 %,
2536,MULTAN-VI,NA-153,Siddique Ahmad,Independent,1147,211229,5374,210591,349714,60 %,
2537,MULTAN-VI,NA-153,Sohail Aslam Bhati,Independent,426,211229,5374,210591,349714,60 %,
2538,MULTAN-VI,NA-153,Syed Najaf Hussain Shah,Independent,572,211229,5374,210591,349714,60 %,
2539,LODHRAN-I,NA-154,Jacab Aftab,Independent,264,226619,9904,235938,370150,67.4 %,
2540,LODHRAN-I,NA-154,Jahangir Khan Tareen,Pakistan Tehreek-e-Insaf,75955,226619,9904,235938,370150,67.4 %,
2541,LODHRAN-I,NA-154,Makhodzada Syed Hasan Raza Gillini,All Pakistan Muslim League,85,226619,9904,235938,370150,67.4 %,
2542,LODHRAN-I,NA-154,Malik Ejaz Ahmad,Independent,339,226619,9904,235938,370150,67.4 %,
2543,LODHRAN-I,NA-154,Malik Muhammad Ramzan Cheem,Independent,484,226619,9904,235938,370150,67.4 %,
2544,LODHRAN-I,NA-154,Mirza Muhammad Nasir Bage,Pakistan Peoples Party Parliamentarians,11173,226619,9904,235938,370150,67.4 %,
2545,LODHRAN-I,NA-154,Muhamma Nadeem Saqlain,Independent,329,226619,9904,235938,370150,67.4 %,
2546,LODHRAN-I,NA-154,Muhammad Adrees,Muttahida Qaumi Movement Pakistan,285,226619,9904,235938,370150,67.4 %,
2547,LODHRAN-I,NA-154,Muhammad Aslam,Menecracy action Party,337,226619,9904,235938,370150,67.4 %,
2548,LODHRAN-I,NA-154,Muhammad Azhar,Independent,622,226619,9904,235938,370150,67.4 %,
2549,LODHRAN-I,NA-154,Muhammad Jameel,Independent,748,226619,9904,235938,370150,67.4 %,
2550,LODHRAN-I,NA-154,Muhammad Siddique Khan Baloch,Independent,86177,226619,9904,235938,370150,67.4 %,
2551,LODHRAN-I,NA-154,Nadeem Iqbal,Independent,863,226619,9904,235938,370150,67.4 %,
2552,LODHRAN-I,NA-154,Nazeer Ahmad,Pakistan Peoples Party (Shaheed Bhutto),266,226619,9904,235938,370150,67.4 %,
2553,LODHRAN-I,NA-154,Qasim Mumtaz Khan,Independent,69,226619,9904,235938,370150,67.4 %,
2554,LODHRAN-I,NA-154,Saleem Abbas,Pakistan Sariaki Party,599,226619,9904,235938,370150,67.4 %,
2555,LODHRAN-I,NA-154,Syed Muhammad Rafi Ud Din bukhari,Pakistan Muslim League (N),45634,226619,9904,235938,370150,67.4 %,
2556,LODHRAN-I,NA-154,Waseem ahmed  Bari,Independent,99,226619,9904,235938,370150,67.4 %,
2557,LODHRAN-I,NA-154,Zawar Hussain,Tehreek-e-Istehkaam Pakistan,45,226619,9904,235938,370150,67.4 %,
2558,LODHRAN-I,NA-154,Zia Ur Rehman Tamimi,Jamiat Ulama-e-Islam (F),1593,226619,9904,235938,370150,67.4 %,
2559,LODHRAN-II,NA-155,Abdul Rehman Khan Kanju,Independent,85452,219036,8376,227360,356995,63.69 %,
2560,LODHRAN-II,NA-155,Allah Wasaya,Independent,200,219036,8376,227360,356995,63.69 %,
2561,LODHRAN-II,NA-155,Atta Ullah Awan,Independent,273,219036,8376,227360,356995,63.69 %,
2562,LODHRAN-II,NA-155,Baqa Muhammad,Karwan-i-Millat Pakistan,441,219036,8376,227360,356995,63.69 %,
2563,LODHRAN-II,NA-155,Falak Sher,Independent,1178,219036,8376,227360,356995,63.69 %,
2564,LODHRAN-II,NA-155,Hafiz Abdul Majeed,Independent,4734,219036,8376,227360,356995,63.69 %,
2565,LODHRAN-II,NA-155,Kamran Abbas Malik,Independent,339,219036,8376,227360,356995,63.69 %,
2566,LODHRAN-II,NA-155,Muhammad Akhtar Khan Kanju,Pakistan Muslim League (N),60524,219036,8376,227360,356995,63.69 %,
2567,LODHRAN-II,NA-155,Muhammad Meraj Ahmed,Muttahida Qaumi Movement Pakistan,662,219036,8376,227360,356995,63.69 %,
2568,LODHRAN-II,NA-155,Muhammad Riaz,Independent,676,219036,8376,227360,356995,63.69 %,
2569,LODHRAN-II,NA-155,Nawab Aman ullah Khan,Pakistan Tehreek-e-Insaf,42398,219036,8376,227360,356995,63.69 %,
2570,LODHRAN-II,NA-155,Rana Muhammad Faraz Noon,Pakistan Peoples Party Parliamentarians,22480,219036,8376,227360,356995,63.69 %,
2571,KHANEWAL-I,NA-156,Abdul Khaliq Rehmani,MUTAHIDA DEENI MAHAZ,13598,186878,9354,190000,314492,62.32 %,
2572,KHANEWAL-I,NA-156,Abdul Majeed Anwar,Jamiat Ulama-e-Islam (F),1193,186878,9354,190000,314492,62.32 %,
2573,KHANEWAL-I,NA-156,Mohammad Raza Hayat Hiraj,Independent,79675,186878,9354,190000,314492,62.32 %,
2574,KHANEWAL-I,NA-156,Muhammad Afzal qadri,Pakistan Sunni Tehreek,142,186878,9354,190000,314492,62.32 %,
2575,KHANEWAL-I,NA-156,Muhammad Riaz Shahid,Independent,977,186878,9354,190000,314492,62.32 %,
2576,KHANEWAL-I,NA-156,Muhammad Usama Nawaz,Awami Muslim League Pakistan,142,186878,9354,190000,314492,62.32 %,
2577,KHANEWAL-I,NA-156,Shahzad Hassan,Independent,287,186878,9354,190000,314492,62.32 %,
2578,KHANEWAL-I,NA-156,Syed Faisal Imam,Independent,141,186878,9354,190000,314492,62.32 %,
2579,KHANEWAL-I,NA-156,Syed Fakhar Imam,Pakistan Muslim League (N),69397,186878,9354,190000,314492,62.32 %,
2580,KHANEWAL-I,NA-156,Syed Khawar Ali Shah,Pakistan Tehreek-e-Insaf,20837,186878,9354,190000,314492,62.32 %,
2581,KHANEWAL-I,NA-156,Syed Muhammad Asad Shah Athar,Pakistan Kissan Ittehad,214,186878,9354,190000,314492,62.32 %,
2582,KHANEWAL-I,NA-156,Syed Murtaza Hussain Shah,Muttahida Qaumi Movement Pakistan,239,186878,9354,190000,314492,62.32 %,
2583,KHANEWAL-I,NA-156,Syed Raza Abbas,Independent,672,186878,9354,190000,314492,62.32 %,
2584,KHANEWAL-II,NA-157,Abid Mahmood,Pakistan Tehreek-e-Insaf,27842,203379,5254,203387,334495,60.80 %,
2585,KHANEWAL-II,NA-157,Ahmad Mujeeb Aslam,Jamiat Ulama-e-Islam (F),1908,203379,5254,203387,334495,60.80 %,
2586,KHANEWAL-II,NA-157,Babar Ali,MUTAHIDA DEENI MAHAZ,3117,203379,5254,203387,334495,60.80 %,
2587,KHANEWAL-II,NA-157,Hamayun Khan,Independent,726,203379,5254,203387,334495,60.80 %,
2588,KHANEWAL-II,NA-157,Hamid Yar Hiraj,Pakistan Muslim League,65407,203379,5254,203387,334495,60.80 %,
2589,KHANEWAL-II,NA-157,Khalid Mehmood,Muttahida Qaumi Movement Pakistan,591,203379,5254,203387,334495,60.80 %,
2590,KHANEWAL-II,NA-157,Muhammad Khan Daha,Pakistan Muslim League (N),96162,203379,5254,203387,334495,60.80 %,
2591,KHANEWAL-II,NA-157,Muhammad Saqlain Razi Gill,Independent,123,203379,5254,203387,334495,60.80 %,
2592,KHANEWAL-II,NA-157,Uzair Latif,Jamaat-e-Islami Pakistan,2037,203379,5254,203387,334495,60.80 %,
2593,KHANEWAL-II,NA-157,Waqar Ahmad Kahn Daha,Independent,242,203379,5254,203387,334495,60.80 %,
2594,KHANEWAL-III,NA-158,ABDUL SATTAR CHAUDHARY,Muttahida Qaumi Movement Pakistan,441,201234,4728,205058,323568,61.77 %,
2595,KHANEWAL-III,NA-158,ASLAM BODLA,Pakistan Muslim League (N),94050,201234,4728,205058,323568,61.77 %,
2596,KHANEWAL-III,NA-158,CHAUDHARY ABDUL GHAFOOR,Independent,62,201234,4728,205058,323568,61.77 %,
2597,KHANEWAL-III,NA-158,CHAUDHARY TANVEER AHMED ADVOCATE,All Pakistan Muslim League,240,201234,4728,205058,323568,61.77 %,
2598,KHANEWAL-III,NA-158,FARHATULLAH KHAN,Independent,686,201234,4728,205058,323568,61.77 %,
2599,KHANEWAL-III,NA-158,IJAZ AHMED CHEENA,Pakistan Muslim League (J),624,201234,4728,205058,323568,61.77 %,
2600,KHANEWAL-III,NA-158,MAZHAR IQBAL BHATTI,Independent,922,201234,4728,205058,323568,61.77 %,
2601,KHANEWAL-III,NA-158,MIAN MUHAMMAD IQBAL SOHARA,Independent,157,201234,4728,205058,323568,61.77 %,
2602,KHANEWAL-III,NA-158,MUHAMAMD YOUSAF SHEIKH,Independent,110,201234,4728,205058,323568,61.77 %,
2603,KHANEWAL-III,NA-158,MUHAMMAD ASHRAF,Independent,2129,201234,4728,205058,323568,61.77 %,
2604,KHANEWAL-III,NA-158,MUHAMMAD MANSHA,Independent,797,201234,4728,205058,323568,61.77 %,
2605,KHANEWAL-III,NA-158,PEER HAIDER ZAMAN QURAISHI,Pakistan Peoples Party Parliamentarians,28237,201234,4728,205058,323568,61.77 %,
2606,KHANEWAL-III,NA-158,PEER ZAHOOR HUSSAIN QURAISHI,Pakistan Tehreek-e-Insaf,72126,201234,4728,205058,323568,61.77 %,
2607,KHANEWAL-III,NA-158,QARI MUHAMMAD SAFDAR JAVED,Jamiat Ulama-e-Islam (F),421,201234,4728,205058,323568,61.77 %,
2608,KHANEWAL-IV,NA-159,Advocate Rao Muhammad Arif Khan,Independent,1949,199187,5463,202868,320985,63.20 %,
2609,KHANEWAL-IV,NA-159,Aftikhar Akbar Randhawa,Muttahida Qaumi Movement Pakistan,1576,199187,5463,202868,320985,63.20 %,
2610,KHANEWAL-IV,NA-159,Akhtar Hussain Gil,Jamiat Ulama-e-Pakistan  (Noorani),185,199187,5463,202868,320985,63.20 %,
2611,KHANEWAL-IV,NA-159,Captain Retired Asad Gill,Pakistan Peoples Party Parliamentarians,4132,199187,5463,202868,320985,63.20 %,
2612,KHANEWAL-IV,NA-159,Choudhary Iftikhar Nazir,Pakistan Muslim League (N),116903,199187,5463,202868,320985,63.20 %,
2613,KHANEWAL-IV,NA-159,Choudhary Zia Ur Rehman,Independent,264,199187,5463,202868,320985,63.20 %,
2614,KHANEWAL-IV,NA-159,Haji Asghar Ali Arain,Independent,35,199187,5463,202868,320985,63.20 %,
2615,KHANEWAL-IV,NA-159,Haroon Ur Rasheed Nizami Advocate,Jamaat-e-Islami Pakistan,1975,199187,5463,202868,320985,63.20 %,
2616,KHANEWAL-IV,NA-159,Khalid Parvez,Independent,483,199187,5463,202868,320985,63.20 %,
2617,KHANEWAL-IV,NA-159,Malik Ghulam Murtaza Metla,Pakistan Tehreek-e-Insaf,68114,199187,5463,202868,320985,63.20 %,
2618,KHANEWAL-IV,NA-159,Malik Muzammil Hussain Awan Advocate,Independent,525,199187,5463,202868,320985,63.20 %,
2619,KHANEWAL-IV,NA-159,Molana Muhammad Sabir Aarfi,Jamiat Ulama-e-Islam (F),493,199187,5463,202868,320985,63.20 %,
2620,KHANEWAL-IV,NA-159,Muhamamd Ashraf,Independent,462,199187,5463,202868,320985,63.20 %,
2621,KHANEWAL-IV,NA-159,Muhammad Nasrullah Arain,Awami Muslim League Pakistan,273,199187,5463,202868,320985,63.20 %,
2622,KHANEWAL-IV,NA-159,Pervaiz Hameed,Independent,1760,199187,5463,202868,320985,63.20 %,
2623,KHANEWAL-IV,NA-159,Tariq Sohail Choudhary,Independent,58,199187,5463,202868,320985,63.20 %,
2624,SAHIWAL-I,NA-160,ABDUL HAMEED,Jannat Pakistan Party,191,181987,5042,186361,306875,60.73 %,
2625,SAHIWAL-I,NA-160,ABDUL JABBAR KHAN,Jamiat Ulama-e-Pakistan  (Noorani),51,181987,5042,186361,306875,60.73 %,
2626,SAHIWAL-I,NA-160,ASIF IQBAL,Independent,172,181987,5042,186361,306875,60.73 %,
2627,SAHIWAL-I,NA-160,CHAUDHARY JAVED IQBAL,Independent,660,181987,5042,186361,306875,60.73 %,
2628,SAHIWAL-I,NA-160,CHAUDHARY SOHAIB ZAKI  ,Millat Party,0,181987,5042,186361,306875,60.73 %,
2629,SAHIWAL-I,NA-160,IMRAN ALI GHAZALI,Independent,1108,181987,5042,186361,306875,60.73 %,
2630,SAHIWAL-I,NA-160,KHALIL SAEED,Tehreek-e-Pasmanada Awam Pakistan,59,181987,5042,186361,306875,60.73 %,
2631,SAHIWAL-I,NA-160,MIRAJ HAMEED,Independent,109,181987,5042,186361,306875,60.73 %,
2632,SAHIWAL-I,NA-160,MUFTI WALAYAT IQBAL,Independent,106,181987,5042,186361,306875,60.73 %,
2633,SAHIWAL-I,NA-160,MUHAMMAD ALI SHAKOOR,Pakistan Tehreek-e-Insaf,38023,181987,5042,186361,306875,60.73 %,
2634,SAHIWAL-I,NA-160,MUHAMMAD AZAM KHAN,Independent,292,181987,5042,186361,306875,60.73 %,
2635,SAHIWAL-I,NA-160,MUHAMMAD SALEEM LANGAH,Muttahida Qaumi Movement Pakistan,85,181987,5042,186361,306875,60.73 %,
2636,SAHIWAL-I,NA-160,MUHAMMAD TAHIR SIDDIQUE,Jamiat Ulama-e-Islam (F),147,181987,5042,186361,306875,60.73 %,
2637,SAHIWAL-I,NA-160,MUHAMMAD ZAKI CHAUDHARY,Pakistan Peoples Party Parliamentarians,13877,181987,5042,186361,306875,60.73 %,
2638,SAHIWAL-I,NA-160,RANA AMIR SHAHZAD TAHIR,Independent,22618,181987,5042,186361,306875,60.73 %,
2639,SAHIWAL-I,NA-160,Sohaib Zaki,Independent,114,181987,5042,186361,306875,60.73 %,
2640,SAHIWAL-I,NA-160,SYED IMRAN AHMAD SHAH,Pakistan Muslim League (N),99553,181987,5042,186361,306875,60.73 %,
2641,SAHIWAL-I,NA-160,TAHIR SIRAJ,Jamaat-e-Islami Pakistan,3889,181987,5042,186361,306875,60.73 %,
2642,SAHIWAL-I,NA-160,TALAT HANIF BUTT,Independent,618,181987,5042,186361,306875,60.73 %,
2643,SAHIWAL-I,NA-160,ZAFAR SARDAR GHUMAN,Independent,315,181987,5042,186361,306875,60.73 %,
2644,SAHIWAL-II,NA-161,BILAL KHALID,Independent,506,179683,5821,185145,304942,60.71 %,
2645,SAHIWAL-II,NA-161,CHADUHARY MUHAMMAD ASHRAF ARAIAN,Independent,1061,179683,5821,185145,304942,60.71 %,
2646,SAHIWAL-II,NA-161,CHAUDHARY MUHAMMAD ASHRAF,Pakistan Muslim League (N),94012,179683,5821,185145,304942,60.71 %,
2647,SAHIWAL-II,NA-161,GHULAM RASOOL TAWANA,Independent,380,179683,5821,185145,304942,60.71 %,
2648,SAHIWAL-II,NA-161,HAJI MUHAMMAD AFZAL FARIDI,Independent,608,179683,5821,185145,304942,60.71 %,
2649,SAHIWAL-II,NA-161,HASSAN MURTAZA ADVOCATE,Independent,549,179683,5821,185145,304942,60.71 %,
2650,SAHIWAL-II,NA-161,MALIK GHULAM HUSSAIN ADVOCATE,Independent,242,179683,5821,185145,304942,60.71 %,
2651,SAHIWAL-II,NA-161,MALIK MUHAMMAD YAR DHAKOO,Pakistan Tehreek-e-Insaf,43646,179683,5821,185145,304942,60.71 %,
2652,SAHIWAL-II,NA-161,MEHR GHULAM FARID KATHIA,Pakistan Peoples Party Parliamentarians,10894,179683,5821,185145,304942,60.71 %,
2653,SAHIWAL-II,NA-161,MUHAMMAD IMRAN GILL,Muttahida Qaumi Movement Pakistan,304,179683,5821,185145,304942,60.71 %,
2654,SAHIWAL-II,NA-161,MUHAMMAD SHAHID MALIK,Independent,256,179683,5821,185145,304942,60.71 %,
2655,SAHIWAL-II,NA-161,PEER IHSAN UL HAQ IDREES ADVOCATE,Independent,7687,179683,5821,185145,304942,60.71 %,
2656,SAHIWAL-II,NA-161,RAI MUHAMMAD NAWAZ KHARAL ADVOCATE,Pakistan Justice Party,146,179683,5821,185145,304942,60.71 %,
2657,SAHIWAL-II,NA-161,RANA TARIQ JAVED,Independent,16110,179683,5821,185145,304942,60.71 %,
2658,SAHIWAL-II,NA-161,RANA ZAHID FAROOQ,Jamaat-e-Islami Pakistan,3201,179683,5821,185145,304942,60.71 %,
2659,SAHIWAL-III,NA-162,CHOUDHARY HASHAAM HAYAT WATHRA,Independent,272,179312,3684,182742,306359,59.65 %,
2660,SAHIWAL-III,NA-162,CHOUDHARY SHARAQAT RASOOL GHUMMAN,Pakistan Peoples Party Parliamentarians,9609,179312,3684,182742,306359,59.65 %,
2661,SAHIWAL-III,NA-162,CHOUDHARY WASEEM AHMAD GUJJAR ADVOCATE,Independent,127,179312,3684,182742,306359,59.65 %,
2662,SAHIWAL-III,NA-162,HAJI MUHAMMAD AYUB,Independent,75756,179312,3684,182742,306359,59.65 %,
2663,SAHIWAL-III,NA-162,MEHAR TAJAMAL HUSSAIN LUCK,Muttahida Qaumi Movement Pakistan,1633,179312,3684,182742,306359,59.65 %,
2664,SAHIWAL-III,NA-162,MUHAMMAD HAQ NAWAZ KHAN DURANI,Jamaat-e-Islami Pakistan,353,179312,3684,182742,306359,59.65 %,
2665,SAHIWAL-III,NA-162,RAI HASAN NAWAZ KHAN,Pakistan Tehreek-e-Insaf,88974,179312,3684,182742,306359,59.65 %,
2666,SAHIWAL-III,NA-162,RAI MUHAMMAD MURTAZA IQBAL,Independent,192,179312,3684,182742,306359,59.65 %,
2667,SAHIWAL-III,NA-162,RAJA INAAM UL HAQ ABBASI,Independent,1976,179312,3684,182742,306359,59.65 %,
